Rule,Entropy across targets,Length Following Antecedent,Majority Class
"[('Age upon Outcome', '3 years'), ('Color', 'Blue')]",[1.3323829  1.35414072],148,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'White/Black')]",[1.25285571 1.07939664],281,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Orange Tabby')]",[1.26903137 1.58886933],128,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Black/Tan')]",[1.18040442 0.84339462],263,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Black')]",[1.3591029  1.33783671],505,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Brown/White')]",[1.25484736 0.94603599],423,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'White/Blue')]",[1.37003366 1.25155341],44,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Brown Tabby/White')]",[1.14922956 1.34300061],163,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Torbie')]",[1.15255626 1.46302344],59,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Brown Brindle')]",[1.23694113 1.08330645],107,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Brown/Black')]",[1.29640528 1.30319706],154,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Tricolor')]",[1.18772146 0.85680258],227,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Black/Brown')]",[1.23676772 0.93362886],207,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'White')]",[1.22399168 1.00121399],428,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Orange Tabby/White')]",[1.26066442 1.40616845],91,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Blue Tabby')]",[1.15228658 1.40375818],67,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Tortie')]",[1.23194337 1.6675838 ],84,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Tan/Black')]",[1.17676334 0.88004644],99,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Brown Brindle/White')]",[1.22281204 0.91758393],203,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Buff')]",[1.0309284  0.62470648],51,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Tan/White')]",[1.17838716 0.99028789],342,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Chocolate/White')]",[1.23625874 0.99832215],73,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Gray/White')]",[1.3973618  1.02159888],52,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Red/White')]",[1.20382084 0.90945903],133,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Brown/Tan')]",[1.29408789 1.01957951],35,['Return to Owner' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Calico')]",[1.24471279 1.17290732],104,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Gray')]",[1.59695344 1.65416974],39,['Return to Owner' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'White/Gray')]",[1.40866386 1.34028229],47,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Chocolate')]",[1.2189667  0.86696901],35,['Return to Owner' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'White/Brown')]",[1.26839884 1.01265438],227,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Fawn/White')]",[1.24745983 0.96559538],64,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Cream')]",[1.21669533 0.95304539],45,['Return to Owner' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Yellow')]",[1.30413738 0.87544826],53,['Return to Owner' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Black/Tricolor')]",[1.28135446 1.00179202],30,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Lynx Point')]",[1.10259254 1.34211318],33,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'White/Tan')]",[1.238822   0.92722745],174,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Sable')]",[1.08801026 0.67142131],52,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Black Brindle/White')]",[1.2566961  0.60374796],33,['Return to Owner' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'White/Brown Brindle')]",[1.18424646 0.85154871],57,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'White/Red')]",[1.36709919 0.8418425 ],31,['Adoption' 'none']
"[('Age upon Outcome', '3 years'), ('Color', 'Black/Gray')]",[1.04813109 1.56197532],54,['Euthanasia' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Tan')]",[1.21756797 1.05827068],181,['Return to Owner' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Brown')]",[1.32348659 1.18628648],140,['Adoption' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Red')]",[1.19426531 0.93670082],70,['Return to Owner' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Black/White')]",[1.3148078  1.14255158],450,['Adoption' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Brown Tabby')]",[1.34961229 1.57839725],130,['Adoption' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Blue/White')]",[1.29675576 1.02959775],179,['Return to Owner' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Blue')]",[1.3057418  1.23427974],69,['Adoption' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'White/Black')]",[1.3802339  1.07239089],128,['Return to Owner' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Orange Tabby')]",[1.49607963 1.52277405],82,['Adoption' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Black/Tan')]",[1.13077379 0.82738631],136,['Adoption' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Black')]",[1.37235612 1.18440651],321,['Adoption' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Brown/White')]",[1.22063571 0.87278125],188,['Return to Owner' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Brown Tabby/White')]",[1.23496796 1.4179338 ],72,['Transfer' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Brown Brindle')]",[1.31795395 1.14770187],69,['Adoption' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Brown/Black')]",[1.2489044  1.05788672],98,['Adoption' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Tricolor')]",[1.16052579 0.76409916],132,['Return to Owner' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Black/Brown')]",[1.25855535 0.84805686],149,['Return to Owner' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'White')]",[1.34954928 1.05680758],243,['Adoption' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Orange Tabby/White')]",[1.10103401 1.03144356],39,['Adoption' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Blue Tabby')]",[1.40758737 1.33061904],52,['Adoption' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Tortie')]",[1.18866508 1.32034664],48,['Adoption' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Tan/Black')]",[1.1201182  1.11119684],56,['Adoption' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Brown Brindle/White')]",[1.32159279 0.9285845 ],110,['Adoption' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Tan/White')]",[1.18453739 0.92647107],196,['Adoption' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Chocolate/White')]",[1.35969001 0.86532953],54,['Adoption' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Gray/White')]",[1.42181392 0.82788901],35,['Return to Owner' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Red/White')]",[1.06779709 0.7941676 ],72,['Return to Owner' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Brown/Tan')]",[1.32719431 0.70268328],30,['Return to Owner' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Calico')]",[1.20070026 1.27241221],52,['Adoption' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Chocolate')]",[1.13261306 0.87574558],47,['Return to Owner' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'White/Brown')]",[1.29955404 1.05864277],131,['Adoption' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Cream')]",[1.17187306 1.19928362],35,['Adoption' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'Yellow')]",[0.96951561 0.80334685],31,['Return to Owner' 'none']
"[('Age upon Outcome', '5 years'), ('Color', 'White/Tan')]",[1.29547998 0.90281763],77,['Return to Owner' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Seal Point')]",[0.62345025 1.24721622],102,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Tan')]",[0.60960061 0.9608922 ],344,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Brown')]",[0.80043901 1.13943756],308,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Red')]",[0.7308162  0.70483287],87,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Black/White')]",[0.58136516 1.10414989],2320,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Brown Tabby')]",[0.42630459 1.01461088],2100,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Blue/White')]",[0.48820128 0.93229845],402,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Blue')]",[0.51473269 1.13105104],525,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'White/Black')]",[0.59218077 1.08492472],508,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Orange Tabby')]",[0.42605475 1.04429496],979,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Black/Tan')]",[0.66787406 1.10491557],324,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Black')]",[0.54339752 1.07786597],1974,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Brown/White')]",[0.68003059 0.90846517],429,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'White/Blue')]",[0.44042058 1.01126118],102,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Brown Tabby/White')]",[0.4760571  1.08261607],1069,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Torbie')]",[0.41568766 1.00031276],420,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Brown Brindle')]",[0.57292562 0.72460267],110,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Brown/Black')]",[0.71113884 0.98123983],310,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Tricolor')]",[0.56739133 1.07558306],391,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Black/Brown')]",[0.58086385 0.9798791 ],302,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'White')]",[0.88527639 1.21450293],403,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Cream Tabby')]",[0.35456668 1.0757282 ],271,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Orange Tabby/White')]",[0.42127213 0.97835024],514,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Blue Tabby')]",[0.37729031 1.02377959],524,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Tortie')]",[0.41047834 1.05872881],554,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Gray Tabby')]",[0.64512986 1.04764065],55,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Calico/White')]",[0.         0.68813881],40,['Adoption' 'Foster']
"[('Age upon Outcome', '2 months'), ('Color', 'Tan/Black')]",[0.74239359 0.937961  ],169,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Brown Brindle/White')]",[0.57064399 0.87722208],226,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Buff')]",[0.65647737 0.98737759],57,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Tan/White')]",[0.61975084 0.92816172],398,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Chocolate/White')]",[0.50610828 1.10198545],91,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Red/White')]",[0.66983926 0.75708458],100,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Brown/Tan')]",[0.54524444 0.7535317 ],43,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Calico')]",[0.38763225 1.06135902],491,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Torbie/White')]",[0.25184249 0.925163  ],101,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Cream Tabby/White')]",[0.39631659 0.9119549 ],125,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Chocolate')]",[0.8196584  1.16661813],50,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'White/Brown')]",[0.62093994 1.10345878],204,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Fawn/White')]",[0.78483885 1.01105697],50,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Cream/White')]",[0.60091979 0.97948509],49,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'White/Tricolor')]",[0.5296435  0.89263704],50,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Blue Tabby/White')]",[0.3508515  0.96996589],297,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'White/Cream')]",[0.44323791 1.00243745],37,['Adoption' 'Foster']
"[('Age upon Outcome', '2 months'), ('Color', 'Cream')]",[0.74903808 1.10811676],98,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Yellow')]",[0.94267496 0.89607009],38,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Lilac Point')]",[0.28683598 0.92179996],36,['Adoption' 'Foster']
"[('Age upon Outcome', '2 months'), ('Color', 'White/Brown Tabby')]",[0.48063841 1.02073842],134,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Black Smoke')]",[0.18081639 0.79259041],68,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Black/Tricolor')]",[0.38721238 0.7148386 ],46,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Flame Point')]",[0.1646281  0.83076955],77,['Adoption' 'Foster']
"[('Age upon Outcome', '2 months'), ('Color', 'Lynx Point')]",[0.32843871 0.90564401],166,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Gray Tabby/White')]",[0.61254266 0.89255723],32,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'White/Tan')]",[0.69422296 0.95469481],182,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Black Tabby')]",[0.29744494 0.9317283 ],43,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Sable')]",[0.71290643 1.42124293],90,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Sable/White')]",[0.43996322 1.07126657],74,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'White/Orange Tabby')]",[0.20619205 0.80920547],57,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Black Brindle/White')]",[0.9038826  0.94586475],34,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'White/Brown Brindle')]",[0.51583612 0.85528118],52,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Tortie/White')]",[0.19851524 0.91378126],40,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Blue Merle')]",[0.63424638 1.08572537],34,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Black/Brown Brindle')]",[0.38937724 0.89823083],38,['Adoption' 'none']
"[('Age upon Outcome', '2 months'), ('Color', 'Blue Merle/White')]",[0.42836763 1.03800585],34,['Adoption' 'Foster']
"[('Age upon Outcome', '11 years'), ('Color', 'Tan')]",[1.1920883  1.12033444],44,['Return to Owner' 'none']
"[('Age upon Outcome', '11 years'), ('Color', 'Black/White')]",[1.18098443 0.99347258],68,['Return to Owner' 'none']
"[('Age upon Outcome', '11 years'), ('Color', 'Black')]",[1.42161003 1.22289169],63,['Return to Owner' 'none']
"[('Age upon Outcome', '11 years'), ('Color', 'Tricolor')]",[1.1647828  0.74996257],31,['Return to Owner' 'none']
"[('Age upon Outcome', '11 years'), ('Color', 'White')]",[1.19855189 0.69555886],62,['Return to Owner' 'none']
"[('Age upon Outcome', '1 week'), ('Color', 'Black/White')]",[0.2164084  0.23773601],65,['Transfer' 'Partner']
"[('Age upon Outcome', '1 week'), ('Color', 'Brown Tabby')]",[0.12447249 0.12447249],130,['Transfer' 'Partner']
"[('Age upon Outcome', '1 week'), ('Color', 'Orange Tabby')]",[0.43230321 0.45504565],64,['Transfer' 'Partner']
"[('Age upon Outcome', '1 week'), ('Color', 'Black')]",[0.31088734 0.38951521],109,['Transfer' 'Partner']
"[('Age upon Outcome', '1 week'), ('Color', 'Brown Tabby/White')]",[0.12974069 0.12974069],35,['Transfer' 'Partner']
"[('Age upon Outcome', '1 week'), ('Color', 'Blue Tabby')]",[0.27711336 0.27711336],32,['Transfer' 'Partner']
"[('Age upon Outcome', '1 week'), ('Color', 'Tortie')]",[0.3046361 0.3046361],33,['Transfer' 'Partner']
"[('Age upon Outcome', '10 months'), ('Color', 'Tan')]",[0.97323612 0.96786805],68,['Adoption' 'none']
"[('Age upon Outcome', '10 months'), ('Color', 'Brown')]",[1.10388589 0.89531052],56,['Adoption' 'none']
"[('Age upon Outcome', '10 months'), ('Color', 'Black/White')]",[0.92963784 0.86974323],267,['Adoption' 'none']
"[('Age upon Outcome', '10 months'), ('Color', 'Brown Tabby')]",[1.03064159 1.20209567],72,['Adoption' 'none']
"[('Age upon Outcome', '10 months'), ('Color', 'Blue/White')]",[1.09154825 0.82073357],57,['Adoption' 'none']
"[('Age upon Outcome', '10 months'), ('Color', 'White/Black')]",[0.83810478 0.83810478],82,['Adoption' 'none']
"[('Age upon Outcome', '10 months'), ('Color', 'Orange Tabby')]",[0.8060415  1.30912482],33,['Adoption' 'none']
"[('Age upon Outcome', '10 months'), ('Color', 'Black/Tan')]",[0.94509471 0.77217239],89,['Adoption' 'none']
"[('Age upon Outcome', '10 months'), ('Color', 'Black')]",[0.9781535  1.02946011],132,['Adoption' 'none']
"[('Age upon Outcome', '10 months'), ('Color', 'Brown/White')]",[1.00814285 0.91582772],75,['Adoption' 'none']
"[('Age upon Outcome', '10 months'), ('Color', 'Brown Tabby/White')]",[0.83343001 1.32998773],49,['Transfer' 'none']
"[('Age upon Outcome', '10 months'), ('Color', 'Brown/Black')]",[0.85528118 0.73034858],52,['Adoption' 'none']
"[('Age upon Outcome', '10 months'), ('Color', 'Tricolor')]",[1.15535225 0.76520482],54,['Adoption' 'none']
"[('Age upon Outcome', '10 months'), ('Color', 'Black/Brown')]",[1.15521429 0.71868209],34,['Adoption' 'none']
"[('Age upon Outcome', '10 months'), ('Color', 'White')]",[1.10956766 0.86869749],77,['Adoption' 'none']
"[('Age upon Outcome', '10 months'), ('Color', 'Tan/Black')]",[0.68836442 0.52251342],31,['Adoption' 'none']
"[('Age upon Outcome', '10 months'), ('Color', 'Brown Brindle/White')]",[1.05574949 0.78569123],49,['Adoption' 'none']
"[('Age upon Outcome', '10 months'), ('Color', 'Tan/White')]",[0.90858523 0.74334235],102,['Adoption' 'none']
"[('Age upon Outcome', '10 months'), ('Color', 'Red/White')]",[0.87035938 0.70935063],38,['Adoption' 'none']
"[('Age upon Outcome', '10 months'), ('Color', 'White/Brown')]",[0.76164459 0.77405476],49,['Adoption' 'none']
"[('Age upon Outcome', '2 years'), ('Color', 'Seal Point')]",[1.25314795 1.43557974],70,['Adoption' 'none']
"[('Age upon Outcome', '2 years'), ('Color', 'Tan')]",[1.205528   1.11392505],689,['Adoption' 'none']
"[('Age upon Outcome', '2 years'), ('Color', 'Brown')]",[1.38384422 1.31909646],1515,['Euthanasia' 'Rabies Risk']
"[('Age upon Outcome', '2 years'), ('Color', 'Red')]",[1.400042   1.38088775],372,['Adoption' 'none']
"[('Age upon Outcome', '2 years'), ('Color', 'Black/White')]",[1.35632587 1.44604806],2398,['Adoption' 'none']
"[('Age upon Outcome', '2 years'), ('Color', 'Brown Tabby')]",[1.26647326 1.6681486 ],858,['Transfer' 'none']
"[('Age upon Outcome', '2 years'), ('Color', 'Blue/White')]",[1.19737814 1.11239635],858,['Adoption' 'none']
"[('Age upon Outcome', '2 years'), ('Color', 'Blue')]",[1.26069523 1.52717547],369,['Transfer' 'none']
"[('Age upon Outcome', '2 years'), ('Color', 'White/Black')]",[1.28682845 1.18026778],697,['Adoption' 'none']
"[('Age upon Outcome', '2 years'), ('Color', 'Orange Tabby')]",[1.19312623 1.59678668],450,['Transfer' 'none']
